Age,Incidence and Survival Assumptions,Year,Sex,Annual Cost Increase (applied to initial and last phases),Total Costs,Initial Year After Diagnosis Cost,Continuing Phase Cost,Last Year of Life Cost,"Standard Deviation for all Initial, Continuing, and Last year",Initial Cost Exceeds Last Year of Life
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,4405.6,1016.3,2136.9,1252.5,590.7196402129638,False
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,4980.4,1236.4,2355.0,1389.1,606.5676741579074,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,4472.0,1016.3,2178.5,1277.3,609.7801899045262,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,4903.5,1238.8,2178.5,1486.1,487.10216929647663,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,5711.0,1655.4,2178.5,1877.1,262.5599804489125,False
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,5535.0,1457.7,1356.5,2720.8,760.1510310458049,False
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,5379.1,1374.1,1338.7,2666.3,756.4782173554856,False
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,5786.9,1457.7,1430.0,2899.1,840.3031258619316,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,5621.2,1374.1,1409.5,2837.6,834.9206569089863,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,6511.7,1675.1,1409.5,3427.1,1096.2631314302846,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,8178.3,2238.3,1409.5,4530.5,1616.6699972474282,False
All ages,Incidence/Survival at constant rate,2020,Females,0%,20496.3,6851.0,8903.6,4741.7,2081.0143704453367,True
All ages,Incidence follows recent trend/Survival constant,2020,Females,0%,18910.9,6028.5,8419.0,4463.4,1992.1010524903934,True
All ages,Survival follows recent trend/Incidence constant,2020,Females,0%,20685.3,6851.0,9028.0,4806.2,2111.244943945002,True
All ages,Incidence/Survival follow recent trends,2020,Females,0%,19084.2,6028.5,8533.2,4522.5,2025.9677761504504,True
All ages,Incidence/Survival follow recent trends,2020,Females,2%,21367.3,7348.7,8533.2,5485.5,1536.3934923493182,True
All ages,Incidence/Survival follow recent trends,2020,Females,5%,25640.8,9819.8,8533.2,7287.8,1266.0558650128091,True
All ages,Incidence/Survival at constant rate,2020,Females,0%,1541.9,499.6,361.0,681.3,160.6325724544475,False
All ages,Incidence follows recent trend/Survival constant,2020,Females,0%,1204.6,293.0,323.0,588.6,162.69742878525565,False
All ages,Survival follows recent trend/Incidence constant,2020,Females,0%,1545.3,499.6,361.9,683.8,161.50879233032484,False
All ages,Incidence/Survival follow recent trends,2020,Females,0%,1206.9,293.0,323.7,590.3,163.50603454714852,False
All ages,Incidence/Survival follow recent trends,2020,Females,2%,1388.5,357.1,323.7,707.7,212.7173084949444,False
All ages,Incidence/Survival follow recent trends,2020,Females,5%,1728.3,477.2,323.7,927.4,313.76636212315685,False
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,17408.3,7228.6,4908.6,5271.1,1248.039295588618,True
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,14349.3,5469.7,4337.2,4542.4,603.3998922770869,True
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,17834.2,7228.6,5119.4,5486.2,1126.8854304379545,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,14699.4,5469.7,4511.1,4718.6,504.3347796850815,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,16681.5,6667.6,4511.1,5502.8,1079.4072586378136,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,20391.3,8909.6,4511.1,6970.6,2204.376839381144,True
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,1762.6,709.2,217.3,836.0,326.81124521656227,False
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,1703.5,680.0,212.3,811.3,314.8502236513948,False
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,2040.3,709.2,284.0,1047.1,382.38136722387503,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,1973.6,680.0,277.2,1016.4,370.0967080822705,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,2319.5,828.9,277.2,1213.4,470.5818348952001,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,2967.0,1107.6,277.2,1582.2,660.5344199964147,False
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,4340.6,1281.0,1211.1,1848.5,349.57617672452074,False
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,3786.5,1011.7,1110.8,1663.9,351.4506271630958,False
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,4397.6,1281.0,1234.7,1881.9,361.03839592671216,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,3835.8,1011.7,1131.3,1692.8,363.65817741390055,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,4400.1,1233.3,1131.3,2035.5,495.22831098393397,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,5456.1,1648.0,1131.3,2676.8,786.7632617248979,False
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,5115.7,1392.2,2212.3,1511.2,443.1452395471866,False
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,6071.7,1844.3,2495.6,1731.9,412.32332378042025,True
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,5295.2,1392.2,2319.6,1583.3,489.68147129877525,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,6289.9,1844.3,2626.0,1819.6,458.61129874146513,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,6989.8,2248.2,2626.0,2115.6,264.8344640210812,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,8299.7,3004.1,2626.0,2669.6,206.86179766533337,True
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,6947.4,925.4,2733.4,3288.6,1235.7066318507802,False
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,6662.6,864.1,2638.4,3160.1,1203.600666057199,False
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,7241.7,925.4,2868.8,3447.5,1321.153893382599,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,6940.5,864.1,2766.3,3310.1,1284.3285716669236,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,7778.3,1053.3,2766.3,3958.7,1460.45289322639,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,9346.5,1407.5,2766.3,5172.7,1906.7349684735946,False
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,14732.8,6386.9,2249.8,6096.1,2309.1912271038386,True
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,12135.2,5002.1,1997.9,5135.1,1774.1162344483898,False
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,15233.1,6386.9,2402.8,6443.4,2316.7035999454047,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,12533.0,5002.1,2121.3,5409.6,1792.4834624992593,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,14730.2,6097.5,2121.3,6511.3,2423.9601509375793,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,18842.6,8147.9,2121.3,8573.4,3608.567403185554,False
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,15260.5,3706.8,6204.1,5349.6,1269.2169094892067,False
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,15000.2,3587.6,6136.7,5275.9,1296.7423504047877,False
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,15707.1,3706.8,6433.0,5567.3,1393.0220852520608,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,15438.0,3587.6,6361.6,5488.8,1418.4156231514091,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,17266.2,4373.3,6361.6,6531.4,1199.9697593411815,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,20688.2,5843.9,6361.6,8482.8,1398.2903811440594,False
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,3157.7,572.1,2175.0,410.6,975.4040205644701,True
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,3756.1,812.1,2455.9,488.2,1055.0539433286494,True
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,3176.0,572.1,2190.4,413.5,983.3126376353216,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,3778.4,812.1,2474.5,491.8,1064.3671938449313,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,4056.5,989.9,2474.5,592.0,992.1498391540127,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,4576.9,1322.8,2474.5,779.7,865.4206626452441,True
All ages,Incidence/Survival at constant rate,2020,Females,0%,6031.3,1548.1,1955.8,2527.4,491.9306082501204,False
All ages,Incidence follows recent trend/Survival constant,2020,Females,0%,4487.1,783.6,1651.1,2052.4,648.517717568302,False
All ages,Survival follows recent trend/Incidence constant,2020,Females,0%,6273.5,1548.1,2056.2,2669.2,561.367351502858,False
All ages,Incidence/Survival follow recent trends,2020,Females,0%,4643.0,783.6,1716.6,2142.8,695.1690537799661,False
All ages,Incidence/Survival follow recent trends,2020,Females,2%,5262.6,955.2,1716.6,2590.8,818.4480191191132,False
All ages,Incidence/Survival follow recent trends,2020,Females,5%,6422.5,1276.4,1716.6,3429.4,1137.458342094338,False
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,2833.8,1736.9,150.6,946.3,793.1513663860134,True
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,2805.3,1717.7,149.7,937.9,784.0037499910317,True
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,3164.6,1736.9,228.5,1199.2,764.4878830520032,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,3133.0,1717.7,227.0,1188.3,755.705910611617,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,3755.0,2093.8,227.0,1434.2,946.6912766754184,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,4919.2,2797.9,227.0,1894.3,1304.2180965365162,True
All ages,Incidence/Survival at constant rate,2020,Males,0%,16341.4,6015.7,8809.7,1515.9,3679.994440213192,True
All ages,Incidence follows recent trend/Survival constant,2020,Males,0%,15323.2,5444.0,8421.5,1457.7,3494.0569633784357,True
All ages,Survival follows recent trend/Incidence constant,2020,Males,0%,16431.7,6015.7,8886.7,1529.2,3708.1920459976186,True
All ages,Incidence/Survival follow recent trends,2020,Males,0%,15408.8,5444.0,8494.5,1470.3,3522.1969370455895,True
All ages,Incidence/Survival follow recent trends,2020,Males,2%,16667.7,6636.2,8494.5,1537.0,3602.358620404137,True
All ages,Incidence/Survival follow recent trends,2020,Males,5%,19024.0,8867.7,8494.5,1661.8,4056.8884287509477,True
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,2261.5,1024.8,291.2,945.4,402.58559338356855,True
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,1806.9,763.6,255.7,787.6,300.40417773393233,False
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,2396.8,1024.8,325.1,1046.9,410.5004547297522,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,1915.5,763.6,283.3,868.6,312.06013843488563,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,2250.3,930.8,283.3,1036.2,407.6812112423137,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,2876.9,1243.8,283.3,1349.8,587.5398568040582,False
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,3052.9,1278.5,906.8,867.6,226.76578960093016,True
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,2838.2,1148.2,864.6,825.4,176.14645421731697,True
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,3044.3,1278.5,899.8,865.9,229.05663782858016,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,2830.3,1148.2,858.1,823.9,178.18442692895474,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,3235.9,1399.7,858.1,978.1,284.4518471258947,True
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,3995.0,1870.3,858.1,1266.6,509.22731990078194,True
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,26041.5,4466.2,14418.2,7157.1,5147.925472459756,False
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,26945.7,4432.4,14156.5,8356.8,4892.094920379203,False
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,29975.9,4466.2,17675.7,7834.0,6864.061309700937,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,30892.3,4432.4,17275.7,9184.3,6493.607914197881,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,33201.2,5403.1,17275.7,10522.5,5955.006260282184,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,37522.8,7219.9,17275.7,13027.2,5047.996288627796,False
